"ABHD2"
"MARCKS"
"MCL1"
"MCL1"
"MDK"
"MDM4"
"MET"
"METAP2"
"MIF"
"MIF"
"MSI2"
"MSN"
"MTUS1"
"MUC1"
"MUC4"
"MUC4"
"MUC4"
"MUC4"
"MUC4"
"MUC4"
"MUC4"
"MVP"
"MYH9"
"NACA"
"NAMPT"
"NDRG1"
"NDUFA13"
"NET1"
"NFE2L2"
"NFIB"
"NFIC"
"NFIX"
"NFKBIA"
"NIPBL"
"NME3"
"NNMT"
"NONO"
"NOP53"
"NPM1"
"NQO1"
"NR2F6"
"NR4A1"
"NSD3"
"PA2G4"
"PABPC1"
"PARK7"
"PATJ"
"PAWR"
"PBX1"
"PCBP1"
"PCM1"
"PDCD6"
"PDE4DIP"
"PDXK"
"PDXK"
"PDZK1IP1"
"PEBP1"
"PERP"
"PFN1"
"PHB"
"PHIP"
"PIGR"
"PIM3"
"PKM"
"PMEPA1"
"PPP1R14B"
"PRDX1"
"PRDX4"
"PRKAR1A"
"PRKCI"
"PRPF4B"
"PRSS8"
"PSAP"
"PTBP1"
"PTGS2"
"PTK2"
"PTK7"
"PTMA"
"PTTG1IP"
"RAB1A"
"RABGAP1L"
"RAC1"
"RACK1"
"RAD21"
"RAD23B"
"RAMP1"
"RAN"
"RAP1B"
"RB1CC1"
"RBBP6"
"RBM39"
"RBX1"
"REL"
"RERE"
"RHOA"
"RHOB"
"RHOC"
"RND3"
"RNF213"
"RPL10"
"RPL22"
"RPL26"
"RPL5"
"RPN1"
"RPS27"
"RSF1"
"RSRP1"
"RTN4"
"RUNX1"
"RUNX1"
"S100A10"
"S100A13"
"S100A14"
"S100A4"
"S100A9"
"SBDS"
"SDC1"
"SDC4"
"SDCBP"
"SDHC"
"SELENOF"
"SELENOP"
"SERPINA1"
"SERPINA1"
"SERPINB1"
"SET"
"SF3B1"
"SFPQ"
"SGK1"
"SIVA1"
"SKIL"
"SKP1"
"SLC34A2"
"SLC38A2"
"SLC44A4"
"SLC44A4"
"SLC44A4"
"SLC44A4"
"SLC44A4"
"SLC44A4"
"SLC44A4"
"SLPI"
"SMARCA4"
"SOCS3"
"SORBS2"
"SOX4"
"SOX9"
"SPINT1"
"SPRY1"
"SPTAN1"
"SRI"
"SRSF1"
"SRSF2"
"SRSF3"
"SRSF6"
"ST13"
"ST6GALNAC1"
"STAT3"
"SYNE1"
"SYNE2"
"TACSTD2"
"TALDO1"
"TBL1XR1"
"TCEA1"
"TCF7L2"
"TFF3"
"TFG"
"THRAP3"
"TIMP1"
"TM4SF1"
"TMPRSS2"
"TMSB10"
"TNC"
"TNFSF10"
"TOP1"
"TP53INP1"
"TPD52"
"TPM3"
"TPM4"
"TPR"
"TRIB1"
"TRIP11"
"TSPAN1"
"TSPAN8"
"TXN"
"TYMP"
"UBL3"
"UHMK1"
"VAMP8"
"VCP"
"VDAC1"
"VEGFA"
"VMP1"
"WWTR1"
"XRCC5"
"XRCC6"
"YAP1"
"YBX1"
"YPEL5"
"YWHAE"
"YWHAE"
"ZFP36"
"ZFP36L1"
"ZFP36L2"
"ZMYND8"
"ZNF281"
"AAMP"
"ABCA3"
"ABI1"
"ABO"
"ABO"
"ACSL3"
"ACSL5"
"ACVR1B"
"ADAM10"
"ADAMTS1"
"ADD3"
"AFF1"
"AGER"
"AGER"
"AGER"
"AGER"
"AGER"
"AGER"
"AGER"
"AHI1"
"AKR1C3"
"AKT1"
"ANP32A"
"ARF6"
"ARHGAP21"
"ARHGEF2"
"ARID4A"
"ARID5B"
"ARMCX3"
"ASL"
"ATF7IP"
"ATP2B4"
"ATP8B1"
"AUTS2"
"B4GALT5"
"BAD"
"BAG3"
"BAX"
"BAZ1A"
"BCL3"
"BCL6"
"BCL9L"
"BIRC2"
"BIRC3"
"BIRC6"
"BLCAP"
"BRAF"
"BRD3"
"BRD4"
"CADPS2"
"CANT1"
"CAPG"
"CASZ1"
"CBX4"
"CCNC"
"CCND3"
"CDC73"
"CDCP1"
"CDK12"
"CDK4"
"CDKN1C"
"CDKN1C"
"CDKN2A"
"CEP57"
"CHCHD7"
"CHD3"
"CHD6"
"CHKA"
"CHL1"
"CKS1B"
"CKS2"
"CLIP1"
"CORO2A"
"CREB1"
"CREB3L1"
"CREB3L2"
"CREBBP"
"CRK"
"CSF3R"
"CSNK2A1"
"CTDSPL"
"CUL3"
"CXCL1"
"CXXC5"
"DAPK1"
"DDIT3"
"DDX1"
"DENR"
"DHRS3"
"DHX9"
"DICER1"
"DKC1"
"DLG1"
"DNM2"
"DNMT1"
"DPP4"
"DYRK1A"
"EBAG9"
"EIF1B"
"EIF2AK2"
"EIF3I"
"EIF4E"
"ELAVL1"
"ELK3"
"ELK4"
"EML4"
"EP300"
"EPAS1"
"EPS15"
"ERCC1"
"ETNK1"
"ETV1"
"ETV5"
"ETV6"
"EWSR1"
"FAT1"
"FBXO11"
"FGFR3"
"FHL2"
"FKBP8"
"FKBP9"
"FN1"
"FNBP4"
"FNBP4"
"FOSL2"
"FOXC1"
"FOXO3"
"FRYL"
"FUBP1"
"FUT8"
"FXYD5"
"GADD45A"
"GAK"
"GALNT5"
"GAS6"
"GCNT3"
"GNA11"
"GNAI2"
"GSE1"
"GSTA1"
"HBP1"
"HBP1"
"HDAC1"
"HDAC2"
"HIP1"
"HIPK2"
"HLTF"
"HMGA1"
"HSPA9"
"HSPG2"
"HTATIP2"
"IDH1"
"IDH2"
"IFNAR1"
"IFNGR2"
"IFNGR2"
"IFRD2"
"IGF1R"
"IGF2BP2"
"IGFBP3"
"IGFBP5"
"IGFBP6"
"IKZF2"
"INPPL1"
"IRS2"
"ITGA6"
"ITGAV"
"JAK1"
"JDP2"
"KAT6A"
"KAT6B"
"KAT6B"
"KCMF1"
"KDM5A"
"KDSR"
"KLF3"
"KLK11"
"LARP4B"
"LASP1"
"LIFR"
"LNPEP"
"LRBA"
"LRIG1"
"LRIG3"
"LRP5"
"LSM14A"
"LSM14A"
"LTBR"
"LYN"
"MAFB"
"MAFK"
"MAML2"
"MANF"
"MAP2K2"
"MAP4"
"MAPK1"
"MAPK13"
"MAPK14"
"MAPKAPK2"
"MAPRE1"
"MAZ"
"MDM2"
"MECOM"
"MED28"
"MEF2C"
"MEF2D"
"MFHAS1"
"MFHAS1"
"MGMT"
"MIEN1"
"MIER1"
"MLF1"
"MLLT3"
"MLLT6"
"MLLT6"
"MMP15"
"MNAT1"
"MTA1"
"MTHFR"
"MYC"
"NAA10"
"NBR1"
"NCOA2"
"NCOA3"
"NCOA4"
"NCOR1"
"NCOR2"
"NECTIN4"
"NF1"
"NFAT5"
"NFATC3"
"NFKB1"
"NME1"
"NOL3"
"NR3C1"
"NRIP1"
"NSD1"
"NT5C2"
"NT5E"
"NTHL1"
"NUMA1"
"NUMB"
"PACSIN2"
"PAFAH1B2"
"PAK2"
"PBRM1"
"PBX2"
"PBX2"
"PBX2"
"PBX2"
"PBX2"
"PBX2"
"PBX2"
"PCSK7"
"PDCD10"
"PDCD5"
"PDE4D"
"PEG10"
"PFKFB2"
"PFKFB3"
"PGGHG"
"PHLDA1"
"PIAS1"
"PIAS3"
"PICALM"
"PIP5K1A"
"PLAUR"
"PLXNB1"
"PPP1CA"
"PPP1CC"
"PPP1R1B"
"PPP2R1A"
"PPTC7"
"PRDM2"
"PSCA"
"PSIP1"
"PSMA5"
"PSMD2"
"PTEN"
"PTEN"
"PTP4A3"
"PTP4A3"
"PTPA"
"PTPN1"
"PTPN11"
"PTPN13"
"PTPN14"
"PTPRA"
"PTPRE"
"PTPRG"
"PTPRK"
"PTPRK"
"PWWP2A"
"QKI"
"RAB31"
"RAB5C"
"RAD23A"
"RAF1"
"RALA"
"RALGPS2"
"RANBP17"
"RANBP2"
"RANBP9"
"RAP1A"
"RAP2B"
"RAPH1"
"RASGRP1"
"RBBP7"
"RBL2"
"RBM5"
"REST"
"RGS2"
"RHOBTB2"
"RHOBTB3"
"RNF11"
"RNF43"
"RNF7"
"ROCK2"
"ROS1"
"RRAS"
"RREB1"
"RSPH1"
"RUVBL1"
"RUVBL1"
"S100A2"
"S100P"
"SAV1"
"SBNO1"
"SCAMP4"
"SCD"
"SCNN1B"
"SDCCAG8"
"SDCCAG8"
"SDHA"
"SDHD"
"SEMA3B"
"SEMA4B"
"SERINC3"
"SETD2"
"SH3PXD2A"
"SHC1"
"SHTN1"
"SIX1"
"SLC16A3"
"SLC1A5"
"SLC22A18"
"SLC22A18"
"SLC38A1"
"SLC39A1"
"SLC39A6"
"SLC9A3R1"
"SMAD2"
"SMAD3"
"SMAD4"
"SMYD3"
"SND1"
"SNW1"
"SNX5"
"SORL1"
"SOX2"
"SPEN"
"SPINK1"
"SPOP"
"SPPL3"
"SRPK2"
"SSBP3"
"SSBP4"
"STAG2"
"STAT2"
"STAT6"
"STMN1"
"STOML2"
"SUZ12"
"SWAP70"
"TACC1"
"TACC2"
"TAF15"
"TAF15"
"TENT5C"
"TET2"
"TFRC"
"TGFB2"
"TGFBR2"
"THBS1"
"TIMP2"
"TIMP3"
"TMPRSS4"
"TNFRSF1A"
"TNFSF15"
"TOB2"
"TOP2B"
"TP53BP2"
"TPBG"
"TPBG"
"TRAF4"
"TRIM27"
"TRIM27"
"TRIM27"
"TRIM27"
"TRIM27"
"TRIM27"
"TRIM27"
"TRIM33"
"TRIO"
"TSC2"
"TSG101"
"TTC39B"
"UBE2D2"
"UBE3A"
"UBR5"
"UCHL5"
"UQCRC2"
"USP1"
"USP3"
"USP7"
"USP8"
"VCL"
"VEPH1"
"WASF2"
"WDR82"
"WIF1"
"WWC1"
"WWP1"
"XPO1"
"YES1"
"YPEL3"
"ZBTB7A"
"ZDHHC3"
"ZDHHC7"
"ZFHX3"
"ZMYM2"
"ZNF217"
"AATF"
"AATF"
"ABCA1"
"ABL1"
"ABL2"
"ABR"
"ABR"
"ABR"
"ACADM"
"ACLY"
"ACVR1"
"ADAM17"
"ADGRE5"
"ADRB2"
"AIP"
"AKT2"
"ANG"
"ANKRD44"
"APC"
"APEH"
"ARAF"
"ARAP2"
"ARHGAP26"
"ARID2"
"ARNT"
"ASPSCR1"
"ASXL1"
"ASXL2"
"ATF1"
"ATF2"
"ATIC"
"ATM"
"ATMIN"
"BARD1"
"BCAR1"
"BCAR1"
"BCL10"
"BCL11A"
"BCL2L11"
"BCL7A"
"BCL7A"
"BCL7B"
"BCOR"
"BCR"
"BEX2"
"BIN1"
"BMI1"
"BMP4"
"BMPR1A"
"BOK"
"BRMS1"
"BRWD3"
"BSPRY"
"CASC3"
"CASP3"
"CASP7"
"CASP8"
"CAVIN3"
"CBFB"
"CBLB"
"CCNB1IP1"
"CCNG1"
"CCNH"
"CCNT1"
"CD82"
"CDA"
"CDC25B"
"CDC27"
"CDC34"
"CDH11"
"CDK16"
"CDK6"
"CDKN1B"
"CDKN2B"
"CEACAM1"
"CEBPA"
"CFAP20"
"CITED4"
"CLDN10"
"CLIC4"
"CMTM7"
"CNOT3"
"CNOT3"
"CNOT3"
"CNOT3"
"CNOT3"
"CNOT3"
"CNOT3"
"CNOT3"
"CNOT3"
"CNOT3"
"CNTRL"
"COL1A2"
"COL4A3"
"COPS2"
"CORO1C"
"COTL1"
"COX19"
"CSE1L"
"CTCF"
"CTHRC1"
"CTSL"
"CUEDC1"
"CUL1"
"CUL4B"
"CX3CL1"
"CXCL3"
"CXCR4"
"CYLD"
"DAPK2"
"DAXX"
"DAXX"
"DAXX"
"DAXX"
"DAXX"
"DAXX"
"DAXX"
"DAXX"
"DAXX"
"DAXX"
"DBN1"
"DCTN1"
"DKK1"
"DLST"
"DMTF1"
"DNAH9"
"DNMT3A"
"DOCK1"
"DTX2"
"DTX2"
"DUSP10"
"DUSP2"
"DVL1"
"ECM1"
"ECT2"
"EDIL3"
"EDRF1"
"EEF2K"
"EEF2K"
"EGLN1"
"EGR3"
"EHMT1"
"EHMT2"
"EHMT2"
"EHMT2"
"EHMT2"
"EHMT2"
"EHMT2"
"EHMT2"
"EIF4EBP1"
"ELOVL5"
"EMP3"
"ENC1"
"EP400"
"ERC1"
"ERICH1"
"ERICH1"
"ESRRA"
"ETV3"
"ETV4"
"EVL"
"EXOC4"
"EXT1"
"FAIM"
"FBLN5"
"FBXW4"
"FBXW7"
"FGFR2"
"FH"
"FIP1L1"
"FKBP5"
"FLII"
"FLII"
"FNIP1"
"FSCN1"
"FSTL3"
"FURIN"
"GALNT6"
"GATA6"
"GBP1"
"GGA1"
"GLB1"
"GMFB"
"GMPS"
"GNA12"
"GOLGA5"
"GOPC"
"GPC1"
"GPX3"
"GRB2"
"GRHL2"
"GSK3B"
"GTF2A1"
"GTF2H1"
"GTF2H1"
"HIVEP1"
"HLF"
"HMGA2"
"HMGCR"
"HRAS"
"HRAS"
"HTRA1"
"HYAL2"
"ICAM5"
"IGF2R"
"IGSF8"
"IL4R"
"ILK"
"ING1"
"ING2"
"INPP4B"
"IQCE"
"IRS1"
"ITGA1"
"JAG1"
"KAT7"
"KCNK5"
"KDM3A"
"KDM5C"
"KDM6A"
"KDR"
"KEAP1"
"KLK10"
"KPNA5"
"LATS1"
"LEPROTL1"
"LFNG"
"LIMD1"
"LRMDA"
"MACROD1"
"MAFG"
"MAP2K1"
"MAP2K4"
"MAP3K1"
"MAP3K8"
"MAPK10"
"MAPK3"
"MAPK6"
"MAPK8"
"MAPK9"
"MAX"
"MBD2"
"MBD4"
"MCM3"
"MID1"
"MLLT1"
"MLLT10"
"MMP14"
"MOAP1"
"MOAP1"
"MPPE1"
"MRE11"
"MSH3"
"MSH6"
"MST1R"
"MTA3"
"MTMR3"
"MUC16"
"MXD1"
"MXI1"
"N4BP2"
"NACC1"
"NAPA"
"NAV1"
"NBEA"
"NBL1"
"NBL1"
"NBN"
"NCK1"
"NCOA1"
"NCOA6"
"NEIL1"
"NELFCD"
"NMT1"
"NOTCH2"
"NR2F1"
"NSD2"
"NUP98"
"ORAI2"
"OSBPL3"
"PAF1"
"PAK1"
"PATZ1"
"PCNA"
"PCSK5"
"PDCD4"
"PDGFA"
"PDS5B"
"PEA15"
"PER1"
"PHF20"
"PHF6"
"PIK3CA"
"PIK3CB"
"PIK3R1"
"PIM1"
"PITX1"
"PKD1"
"PLAGL2"
"PLPP3"
"PML"
"PPFIBP1"
"PPP1R13L"
"PPP6C"
"PRCC"
"PRKAB1"
"PRKCD"
"PROS1"
"PTPRJ"
"PTPRU"
"PTTG1"
"PXN"
"PYCARD"
"RAB8A"
"RABGGTB"
"RALB"
"RALGDS"
"RAP1GAP"
"RASA1"
"RASAL2"
"RASGRF1"
"RASSF5"
"RASSF6"
"RB1"
"RBBP5"
"RBBP8"
"RCC2"
"RCC2"
"RCHY1"
"RELA"
"REPS2"
"RFX2"
"RFX5"
"RGL1"
"RGS3"
"RHOF"
"RLF"
"RNASET2"
"RNF139"
"RNF216"
"RNF220"
"RORC"
"RPA2"
"RPS6KA1"
"RPS6KA1"
"RRAS2"
"RUVBL2"
"S100PBP"
"SATB1"
"SCAF1"
"SCYL1"
"SDE2"
"SDHAF2"
"SDHB"
"SEL1L"
"SGMS1"
"SH3BGRL2"
"SH3GL1"
"SIAH1"
"SIAH2"
"SIK3"
"SIPA1"
"SIRT1"
"SIX4"
"SKI"
"SLC22A23"
"SLC22A3"
"SLC27A1"
"SLC29A1"
"SLC30A5"
"SMAP1"
"SMARCB1"
"SMARCB1"
"SMARCD1"
"SMARCE1"
"SMC1A"
"SMYD2"
"SNAPC3"
"SOCS1"
"SOCS2"
"SOCS6"
"SP110"
"SPA17"
"SPPL2B"
"SRGAP3"
"SS18"
"ST6GAL1"
"STAG1"
"STK11"
"STK38L"
"STRN"
"STX4"
"TAB3"
"TAP1"
"TAP1"
"TAP1"
"TAP1"
"TAP1"
"TAP1"
"TAP1"
"TAP1"
"TCF12"
"TCF3"
"TCIRG1"
"TFAP2A"
"TFAP2C"
"TFF1"
"TGFBI"
"TGM2"
"THRA"
"TLCD2"
"TLCD2"
"TMEM127"
"TMPRSS3"
"TNFAIP1"
"TNFAIP3"
"TNFRSF14"
"TNFRSF14"
"TNKS"
"TNKS"
"TOPORS"
"TP53"
"TRAF7"
"TRAP1"
"TRIM24"
"TRRAP"
"TSC1"
"UHRF2"
"USP15"
"USP24"
"USP38"
"USP4"
"USP4"
"USP44"
"UTP3"
"WDR11"
"WDR77"
"WNT5A"
"XAF1"
"XPA"
"XPC"
"YEATS4"
"ZCCHC8"
"ZFX"
"ZMYM3"
"ZMYND10"
"ZNF146"
"ZNF608"
"ABCB10"
"ABCB8"
"ABCC1"
"ABCC1"
"ABCC10"
"ACVR2A"
"ADAMTS9"
"AFF3"
"AIFM1"
"AIFM2"
"AKAP12"
"AKT1S1"
"ALAD"
"ALG14"
"ALOX15"
"ALS2CL"
"AMFR"
"AMOT"
"ANKHD1"
"AP3M2"
"APAF1"
"ARHGAP20"
"ARHGEF10"
"ARHGEF10"
"ARHGEF10L"
"ARMCX2"
"ASAP1"
"ASCL1"
"ASH2L"
"ASNS"
"ATF5"
"ATG2B"
"ATR"
"AUH"
"AVPI1"
"AXIN1"
"AXIN2"
"AXL"
"BABAM2"
"BAK1"
"BAP1"
"BBC3"
"BCAS3"
"BCAS4"
"BCL2L12"
"BCL2L15"
"BCL2L2"
"BCL9"
"BHLHE41"
"BID"
"BOP1"
"BOP1"
"BRAT1"
"BTRC"
"C2CD5"
"CACNA1D"
"CADM4"
"CAMKK2"
"CARD10"
"CASP8AP2"
"CASP8AP2"
"CBL"
"CBLC"
"CBX7"
"CCAR2"
"CCNB1"
"CCND2"
"CD109"
"CD274"
"CD38"
"CD52"
"CD69"
"CDH3"
"CDK1"
"CDK11A"
"CDK11B"
"CDK18"
"CDK7"
"CDK7"
"CENPF"
"CEP89"
"CHFR"
"CHIC2"
"CIC"
"CIITA"
"CNNM4"
"CPEB3"
"CRKL"
"CRNKL1"
"CRTC1"
"CRTC2"
"CRTC3"
"CRYAB"
"CSF1"
"DAB2"
"DAB2"
"DAB2IP"
"DDB2"
"DDX10"
"DEFB1"
"DEFB1"
"DGCR8"
"DHFR"
"DIP2C"
"DNAJA3"
"DNAJA3"
"DNAJC9"
"DNAL4"
"DOT1L"
"DROSHA"
"DTX3"
"DYM"
"DYRK1B"
"DYRK1B"
"E2F3"
"E2F4"
"E2F6"
"ECT2L"
"EED"
"EEF1A2"
"EIF3C"
"ELAC2"
"ELK1"
"ELL"
"EMSY"
"ENG"
"EPG5"
"EPHB6"
"EPHB6"
"EPS15L1"
"ERBB4"
"ERCC3"
"ERCC4"
"ERCC6"
"ESR1"
"ESRRG"
"ETS1"
"EXT2"
"EZH2"
"FAM117A"
"FANCF"
"FAS"
"FGF13"
"FGF14"
"FGF9"
"FGFR1"
"FHIT"
"FLCN"
"FMOD"
"FNBP1"
"FOSL1"
"FOXO1"
"FRMD8"
"GAB1"
"GAB2"
"GABPB1"
"GALNS"
"GCFC2"
"GLI4"
"GLIS2"
"GLIS2"
"GPC3"
"GPNMB"
"GSKIP"
"HDAC3"
"HDAC4"
"HDAC6"
"HELLS"
"HHEX"
"HIVEP3"
"HMGN5"
"HSPB8"
"HTRA2"
"HUS1"
"IDO1"
"IFI30"
"IKZF3"
"IL6"
"IL7R"
"ING3"
"ING4"
"INPP5K"
"ITGA9"
"JAG2"
"KAT5"
"KCTD2"
"KDM2B"
"KDM4C"
"KIAA0895L"
"KLK6"
"KMT2D"
"KSR1"
"LACTB"
"LAPTM5"
"LATS2"
"LDB1"
"LDOC1"
"LHFPL6"
"LIMK1"
"LMF1"
"LOXL4"
"LRP2"
"LZTR1"
"MAD2L1"
"MAF"
"MALT1"
"MAP2"
"MAP3K6"
"MAP3K7"
"MARK4"
"MCPH1"
"MCPH1"
"MEN1"
"METTL21A"
"MIB2"
"MICA"
"MICA"
"MICA"
"MICA"
"MICA"
"MITF"
"MLH1"
"MSH2"
"MTOR"
"MUC13"
"MUC5AC"
"MUC5AC"
"MUC6"
"MUC6"
"MYB"
"MYBBP1A"
"MYCL"
"MYD88"
"MYEOV"
"NAB2"
"NAT1"
"NDRG2"
"NF2"
"NFATC1"
"NFATC2"
"NFKB2"
"NFKBIE"
"NIN"
"NOD1"
"NOTCH1"
"NOTCH3"
"NR3C2"
"NR4A3"
"NRAS"
"NUAK1"
"NUP133"
"NUP214"
"ORAI3"
"PAEP"
"PBX3"
"PCLAF"
"PCSK6"
"PDE4A"
"PDSS2"
"PHLPP1"
"PICK1"
"PIM2"
"PIP4K2A"
"PKHD1"
"PKIG"
"PKNOX1"
"PLA2G4A"
"PLAGL1"
"PLEK2"
"PLEKHA2"
"PLEKHA8"
"PLEKHB1"
"PLEKHG2"
"PMS1"
"PMS2"
"PNMA1"
"POLG"
"POLH"
"POU2AF1"
"PPARD"
"PPM1D"
"PPP1R8"
"PPP1R9B"
"PRDM16"
"PRKACA"
"PRKACA"
"PRPF40B"
"PRPS1"
"PRUNE1"
"PSEN2"
"PTCH1"
"PTGR2"
"PTK6"
"PTN"
"PTPN21"
"PTPN9"
"PTPRC"
"PTPRC"
"PTPRT"
"PUS10"
"RABEP1"
"RAC2"
"RAC3"
"RAD17"
"RAD17"
"RAD9A"
"RAP1GDS1"
"RAP2A"
"RAPGEF1"
"RARA"
"RARRES1"
"RASSF1"
"RBM10"
"RBM15"
"RECQL"
"RECQL5"
"RELB"
"RFWD3"
"RGS1"
"RGS17"
"RHBDF2"
"RHOBTB1"
"RHOG"
"RIOX2"
"RMND5B"
"RRM1"
"RRP9"
"RUNX2"
"S100A8"
"SASH1"
"SDC3"
"SEMA4D"
"SERPINB3"
"SETD1B"
"SH3BP2"
"SHH"
"SLC16A1"
"SLC16A1"
"SLC19A1"
"SLC26A11"
"SMG6"
"SNAI1"
"SNCG"
"SNX29"
"SPARC"
"SPECC1"
"SPP1"
"SRC"
"SS18L1"
"SSPN"
"SSX2IP"
"STARD3"
"STAT5B"
"STEAP1"
"STEAP2"
"STK4"
"SULF2"
"TACC3"
"TAGLN"
"TAP2"
"TAP2"
"TAP2"
"TAP2"
"TAP2"
"TAP2"
"TAP2"
"TAP2"
"TCTA"
"TERF2"
"TFE3"
"TFEB"
"TFF2"
"TFPT"
"TFPT"
"TFPT"
"TFPT"
"TFPT"
"TFPT"
"TFPT"
"TFPT"
"TFPT"
"TFPT"
"TGFA"
"TGFB1"
"TGFBR1"
"TGFBR3"
"TGFBRAP1"
"THADA"
"THOC5"
"THRB"
"TK1"
"TNFRSF11B"
"TNS4"
"TOP2A"
"TP53RK"
"TP63"
"TRAF3"
"TRIAP1"
"TRIM37"
"TRMT10A"
"TSPOAP1"
"TTLL3"
"U2AF1"
"UBA7"
"UBE2C"
"UBL7"
"UBL7"
"USB1"
"USF1"
"USP32"
"USP39"
"VAV2"
"VCAN"
"VHL"
"VTI1A"
"WDR48"
"WRN"
"ZBTB16"
"ZBTB33"
"ZBTB48"
"ZC3H8"
"ZDHHC18"
"ZMIZ1"
"ZNF318"
"ZNF331"
"ZNF384"
"ZNRF3"
"ZRSR2"
"ABTB2"
"ACAP1"
"ACAP1"
"ACCS"
"ACHE"
"ACKR3"
"ADAM12"
"AFAP1L2"
"AKT3"
"AKT3"
"ALOX5"
"ALOX5"
"ANK1"
"ANLN"
"APOBEC2"
"AR"
"ARHGAP4"
"ARHGEF4"
"ARID5A"
"ARMCX1"
"ASPM"
"ASTN2"
"AURKA"
"AVEN"
"B3GNT6"
"BATF"
"BCL11B"
"BCL2"
"BCL2A1"
"BCL2L14"
"BCL2L14"
"BCORL1"
"BEX1"
"BLNK"
"BMP5"
"BRCA1"
"BRCA2"
"BRIP1"
"BTBD19"
"BTK"
"BUB1"
"BYSL"
"CALCA"
"CAMK2B"
"CARD11"
"CARD8"
"CASP1"
"CASP9"
"CASR"
"CBFA2T3"
"CCNA1"
"CCNA2"
"CCNE1"
"CCNF"
"CD53"
"CDC20"
"CDC6"
"CDK2"
"CDK20"
"CDK2AP1"
"CDK5"
"CDK5R1"
"CDKN2C"
"CDKN2D"
"CDKN3"
"CDT1"
"CEMIP"
"CENPW"
"CFAP99"
"CHEK2"
"CHGA"
"CHGA"
"CHST11"
"CIP2A"
"CLDN9"
"CLP1"
"CLSPN"
"CNTN4"
"CNTN6"
