"x"
"SLC1A5"
"SLC22A18"
"SLC34A2"
"SLC38A1"
"SLC38A2"
"SLC39A1"
"SLC39A6"
"SLC44A4"
"SLC9A3R1"
"SLPI"
"SMAD2"
"SMAD3"
"SMAD4"
"SMARCA4"
"SMC1A"
"SMYD3"
"SND1"
"SNW1"
"SNX5"
"SOCS3"
"SORBS2"
"SORL1"
"SOX2"
"SOX4"
"SOX9"
"SPEN"
"SPINK1"
"SPINT1"
"SPOP"
"SPPL3"
"SPRY1"
"SPTAN1"
"SRI"
"SRPK2"
"SRSF1"
"SRSF2"
"SRSF3"
"SRSF6"
"SSBP3"
"SSBP4"
"ST13"
"ST6GALNAC1"
"STAG2"
"STAT2"
"STAT3"
"STAT6"
"STMN1"
"STOML2"
"SUZ12"
"SWAP70"
"SYNE1"
"SYNE2"
"TACC1"
"TACC2"
"TACSTD2"
"TAF15"
"TALDO1"
"TBL1XR1"
"TCEA1"
"TCF7L2"
"TENT5C"
"TET2"
"TFF3"
"TFG"
"TFRC"
"TGFB2"
"TGFBR2"
"THBS1"
"THRAP3"
"TIMP1"
"TIMP2"
"TIMP3"
"TM4SF1"
"TMPRSS2"
"TMPRSS4"
"TMSB10"
"TNC"
"TNFRSF1A"
"TNFSF10"
"TNFSF15"
"TOB2"
"TOP1"
"TOP2B"
"TP53BP2"
"TP53INP1"
"TPBG"
"TPD52"
"TPM3"
"TPM4"
"TPR"
"TRAF4"
"TRIB1"
"TRIM24"
"TRIM27"
"TRIM33"
"TRIO"
"TRIP11"
"TSC2"
"TSG101"
"TSPAN1"
"TSPAN8"
"TTC39B"
"TXN"
"TYMP"
"UBE2D2"
"UBE3A"
"UBL3"
"UBR5"
"UCHL5"
"UHMK1"
"UQCRC2"
"USP1"
"USP3"
"USP7"
"USP8"
"VAMP8"
"VCL"
"VCP"
"VDAC1"
"VEGFA"
"VEPH1"
"VMP1"
"WASF2"
"WDR82"
"WIF1"
"WWC1"
"WWP1"
"WWTR1"
"XPO1"
"XRCC5"
"XRCC6"
"YAP1"
"YBX1"
"YES1"
"YPEL3"
"YPEL5"
"YWHAE"
"ZBTB7A"
"ZDHHC3"
"ZDHHC7"
"ZFHX3"
"ZFP36"
"ZFP36L1"
"ZFP36L2"
"ZMYM2"
"ZMYND8"
"ZNF217"
"ZNF281"
"AAMP"
